customer_id,age,gender,country,avg_order_value,total_orders,last_purchase,is_fraudulent,preferred_category,email_open_rate,customer_since,loyalty_score,churn_risk,avg_order_value_clean,email_open_rate_clean,customer_record_count,estimated_customer_value,recency_segment,churn_risk_segment,age_group,customer_tenure_days,loyalty_segment,fraud_status,customer_value_segment,customer_priority,data_quality_flag,customer_since_sql,customer_tenure_days_sql
CUST_3172,59,Female,France,24.59,9,330,0,Beauty,78.4,11-10-2023,15,0.31,24.59,78.4,2,221.31,Inactive,Medium Risk,55+,16-11-1902,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-10-11,1902-11-16
CUST_6668,58,Other,Australia,78.63,9,65,0,Beauty,67,21-04-2024,94,0.42,78.63,67,3,707.67,At Risk,Medium Risk,55+,07-05-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-04-21,1902-05-07
CUST_7313,60,Female,Germany,97.02,14,93,0,Beauty,53.1,18-08-2020,67,0.04,97.02,53.1,2,1358.28,Inactive,Low Risk,55+,08-01-1906,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-18,1906-01-08
CUST_9315,33,Male,Australia,86.36,11,212,0,Beauty,39,22-11-2021,28,0.42,86.36,39,1,949.96,Inactive,Medium Risk,25-34,04-10-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-11-22,1904-10-04
CUST_9036,27,Female,UK,58.58,16,240,0,Home,68.3,20-05-2022,63,0.84,58.58,68.3,1,937.28,Inactive,High Risk,25-34,08-04-1904,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2022-05-20,1904-04-08
CUST_7789,66,Male,Brazil,251.94,16,109,0,Fashion,78.2,10-08-2022,94,0.35,251.94,78.2,1,4031.04,Inactive,Medium Risk,55+,17-01-1904,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-08-10,1904-01-17
CUST_1785,49,Female,China,83.38,13,46,0,Sports,80.9,02-12-2024,3,0.51,83.38,80.9,1,1083.94,At Risk,High Risk,45-54,24-09-1901,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2024-12-02,1901-09-24
CUST_7139,68,Other,India,54.93,10,359,0,Fashion,34.8,12-02-2022,52,0.4,54.93,34.8,2,549.3,Inactive,Medium Risk,55+,14-07-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-02-12,1904-07-14
CUST_7344,19,Female,Australia,141.81,10,155,0,Sports,19.4,05-08-2021,44,0.4,141.81,19.4,2,1418.1,Inactive,Medium Risk,Under 25,21-01-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-08-05,1905-01-21
CUST_3416,41,Female,France,,11,79,0,Beauty,34.2,04-02-2021,60,0.44,250,34.2,1,2750,At Risk,Medium Risk,35-44,22-07-1905,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2021-02-04,1905-07-22
CUST_9988,40,Female,Canada,52.15,9,44,0,Electronics,0.8,02-03-2025,58,0.06,52.15,0.8,2,469.35,At Risk,Low Risk,35-44,26-06-1901,Medium Loyalty,Legitimate,Low Value,Stable,Valid,2025-03-02,1901-06-26
CUST_5154,19,Male,Australia,17.95,9,356,0,Home,,23-11-2023,95,0.38,17.95,250,1,161.55,Inactive,Medium Risk,Under 25,04-10-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-11-23,1902-10-04
CUST_6619,55,Male,Canada,81.47,9,194,0,Sports,27.3,14-01-2023,14,0.3,81.47,27.3,3,733.23,Inactive,Medium Risk,55+,13-08-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-14,1903-08-13
CUST_2936,48,Female,China,164.43,11,236,0,Beauty,79,13-08-2023,6,0.71,164.43,79,1,1808.73,Inactive,High Risk,45-54,14-01-1903,Low Loyalty,Legitimate,High Value,Critical - Retain,Check Data,2023-08-13,1903-01-14
CUST_4807,68,Female,UK,72.35,5,210,0,Electronics,67.5,05-08-2022,19,0.47,72.35,67.5,1,361.75,Inactive,Medium Risk,55+,22-01-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-08-05,1904-01-22
CUST_8151,57,Female,USA,101.68,10,267,0,Beauty,2.6,16-08-2022,62,0.12,101.68,2.6,2,1016.8,Inactive,Low Risk,55+,11-01-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-08-16,1904-01-11
CUST_4236,43,Male,Germany,72.96,6,82,0,Home,14.4,13-04-2023,5,0.24,72.96,14.4,1,437.76,At Risk,Medium Risk,35-44,16-05-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-04-13,1903-05-16
CUST_3352,46,Female,Canada,72.87,13,112,0,Electronics,54.2,29-12-2023,49,0.15,72.87,54.2,1,947.31,Inactive,Low Risk,45-54,29-08-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-12-29,1902-08-29
CUST_2932,20,Female,Canada,161.64,5,266,0,Sports,61.8,22-04-2025,51,0.14,161.64,61.8,3,808.2,Inactive,Low Risk,Under 25,06-05-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2025-04-22,1901-05-06
CUST_9556,75,Female,Germany,57.62,8,130,0,Sports,76.9,07-06-2025,26,0.6,57.62,76.9,1,460.96,Inactive,High Risk,55+,21-03-1901,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2025-06-07,1901-03-21
CUST_5916,31,Female,USA,141.89,8,316,0,Sports,96.8,18-05-2025,56,0.58,141.89,96.8,1,1135.12,Inactive,High Risk,25-34,10-04-1901,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2025-05-18,1901-04-10
CUST_6498,42,Female,China,339.59,6,55,0,Sports,70.2,19-04-2022,18,0.18,339.59,70.2,1,2037.54,At Risk,Low Risk,35-44,09-05-1904,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-04-19,1904-05-09
CUST_1946,65,Female,France,77.58,11,237,0,Electronics,54.5,29-06-2021,45,0.11,77.58,54.5,2,853.38,Inactive,Low Risk,55+,27-02-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-06-29,1905-02-27
CUST_2439,18,Male,Brazil,53.84,11,25,0,Home,41.4,01-07-2021,95,0.12,53.84,41.4,1,592.24,Active,Low Risk,Under 25,25-02-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-07-01,1905-02-25
CUST_8730,70,Female,Canada,96.08,6,341,0,Electronics,73.8,26-05-2024,82,0.32,96.08,73.8,2,576.48,Inactive,Medium Risk,55+,02-04-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-05-26,1902-04-02
CUST_5857,20,Male,USA,47.74,15,244,0,Sports,93.5,25-07-2023,9,0.07,47.74,93.5,1,716.1,Inactive,Low Risk,Under 25,02-02-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-07-25,1903-02-02
CUST_1340,71,Other,USA,236.98,14,208,0,Home,42.3,13-01-2024,90,0.24,236.98,42.3,3,3317.72,Inactive,Medium Risk,55+,14-08-1902,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-01-13,1902-08-14
CUST_1382,43,Male,UK,99.1,11,289,0,Fashion,58.5,07-08-2020,2,0.28,99.1,58.5,1,1090.1,Inactive,Medium Risk,35-44,19-01-1906,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-07,1906-01-19
CUST_9491,35,Male,Canada,46.91,10,182,0,Fashion,20.7,05-03-2021,96,0.5,46.91,20.7,1,469.1,Inactive,High Risk,35-44,23-06-1905,High Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2021-03-05,1905-06-23
CUST_1138,26,Female,Australia,131.44,7,206,0,Electronics,85.7,18-11-2021,42,0.31,131.44,85.7,1,920.08,Inactive,Medium Risk,25-34,08-10-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-11-18,1904-10-08
CUST_1358,55,Male,China,117.48,7,203,0,Sports,,04-09-2020,70,0.07,117.48,250,1,822.36,Inactive,Low Risk,55+,22-12-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-09-04,1905-12-22
CUST_5931,40,Female,France,48.62,8,207,0,Fashion,35.5,12-10-2024,84,0.6,48.62,35.5,2,388.96,Inactive,High Risk,35-44,14-11-1901,High Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2024-10-12,1901-11-14
CUST_4456,38,Female,USA,218.68,11,71,0,Fashion,87.4,11-08-2024,72,0.32,218.68,87.4,2,2405.48,At Risk,Medium Risk,35-44,15-01-1902,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-08-11,1902-01-15
CUST_2627,74,Female,UK,100.07,13,311,0,Beauty,97.1,09-01-2024,68,0.65,100.07,97.1,2,1300.91,Inactive,High Risk,55+,18-08-1902,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2024-01-09,1902-08-18
CUST_7626,18,Other,UK,25.25,13,338,0,Beauty,28.9,18-02-2025,89,0.32,25.25,28.9,1,328.25,Inactive,Medium Risk,Under 25,08-07-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2025-02-18,1901-07-08
CUST_6004,38,Male,Germany,72.43,12,146,0,Home,18.7,08-02-2025,31,0.55,72.43,18.7,1,869.16,Inactive,High Risk,35-44,18-07-1901,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2025-02-08,1901-07-18
CUST_7652,44,Female,Canada,258.6,13,203,0,Home,83.2,26-10-2020,19,0.34,258.6,83.2,2,3361.8,Inactive,Medium Risk,35-44,31-10-1905,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-10-26,1905-10-31
CUST_7416,59,Male,USA,208.99,15,348,0,Sports,58.2,21-05-2023,71,0.11,208.99,58.2,3,3134.85,Inactive,Low Risk,55+,08-04-1903,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2023-05-21,1903-04-08
CUST_4170,76,Male,France,112.89,8,132,0,Fashion,,29-07-2021,47,0.15,112.89,250,3,903.12,Inactive,Low Risk,55+,28-01-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-07-29,1905-01-28
CUST_4835,23,Female,Australia,75.88,9,281,0,Electronics,34.8,10-11-2024,37,0.6,75.88,34.8,1,682.92,Inactive,High Risk,Under 25,16-10-1901,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2024-11-10,1901-10-16
CUST_9017,72,Male,India,174.78,7,77,0,Electronics,58.1,31-08-2020,94,0.75,174.78,58.1,3,1223.46,At Risk,High Risk,55+,26-12-1905,High Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2020-08-31,1905-12-26
CUST_3151,61,Female,India,110.68,7,96,0,Beauty,57.7,18-08-2024,91,0.21,110.68,57.7,1,774.76,Inactive,Medium Risk,55+,08-01-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-08-18,1902-01-08
CUST_7905,53,Female,Australia,134.75,5,162,0,Home,18.8,12-01-2022,81,0.37,134.75,18.8,2,673.75,Inactive,Medium Risk,45-54,14-08-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-01-12,1904-08-14
CUST_3834,45,Female,USA,174.18,10,330,0,Sports,99.2,23-10-2021,96,0.04,174.18,99.2,1,1741.8,Inactive,Low Risk,45-54,03-11-1904,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2021-10-23,1904-11-03
CUST_3567,62,Other,Canada,214.56,8,195,0,Beauty,66.4,12-04-2022,19,0.27,214.56,66.4,1,1716.48,Inactive,Medium Risk,55+,16-05-1904,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-04-12,1904-05-16
CUST_2307,34,Male,France,32.77,7,115,0,Beauty,66.4,27-09-2023,89,0.59,32.77,66.4,1,229.39,Inactive,High Risk,25-34,30-11-1902,High Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2023-09-27,1902-11-30
CUST_9848,76,Female,Germany,38.56,5,160,0,Sports,,08-10-2024,93,0.15,38.56,250,2,192.8,Inactive,Low Risk,55+,18-11-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-10-08,1901-11-18
CUST_3660,57,Female,Canada,33.51,10,254,0,Sports,65,04-07-2022,25,0.41,33.51,65,1,335.1,Inactive,Medium Risk,55+,23-02-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-07-04,1904-02-23
CUST_4730,75,Female,Brazil,141.61,10,69,0,Fashion,83.3,20-08-2021,53,0.5,141.61,83.3,1,1416.1,At Risk,High Risk,55+,06-01-1905,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2021-08-20,1905-01-06
CUST_7207,69,Male,Canada,315.51,6,201,0,Sports,81.4,14-07-2020,96,0.34,315.51,81.4,1,1893.06,Inactive,Medium Risk,55+,12-02-1906,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-07-14,1906-02-12
CUST_4162,20,Female,Canada,60.57,7,35,0,Sports,92,28-01-2023,75,0.06,60.57,92,2,423.99,At Risk,Low Risk,Under 25,30-07-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-28,1903-07-30
CUST_2140,29,Male,China,99.75,7,304,0,Beauty,14.9,06-03-2024,4,0.14,99.75,14.9,2,698.25,Inactive,Low Risk,25-34,22-06-1902,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-03-06,1902-06-22
CUST_9458,56,Male,USA,119.55,10,217,0,Beauty,,07-02-2025,46,0.38,119.55,250,1,1195.5,Inactive,Medium Risk,55+,19-07-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2025-02-07,1901-07-19
CUST_2708,29,Female,Germany,211.97,5,308,0,Electronics,71,04-12-2021,31,0.23,211.97,71,1,1059.85,Inactive,Medium Risk,25-34,22-09-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-12-04,1904-09-22
CUST_4630,19,Female,China,77,10,196,0,Electronics,80.8,24-04-2023,36,0.25,77,80.8,2,770,Inactive,Medium Risk,Under 25,05-05-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-04-24,1903-05-05
CUST_4211,73,Other,USA,82.4,12,335,0,Electronics,67.4,15-08-2020,4,0.26,82.4,67.4,1,988.8,Inactive,Medium Risk,55+,11-01-1906,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-15,1906-01-11
CUST_7538,63,Female,Japan,72.62,10,326,0,Sports,14.3,07-01-2023,2,0.25,72.62,14.3,1,726.2,Inactive,Medium Risk,55+,20-08-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-07,1903-08-20
CUST_1475,39,Female,Germany,218.94,10,191,0,Fashion,59.5,15-02-2023,39,0.27,218.94,59.5,2,2189.4,Inactive,Medium Risk,35-44,12-07-1903,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2023-02-15,1903-07-12
CUST_8684,40,Male,USA,55.78,9,276,0,Beauty,74.8,13-11-2020,97,0.11,55.78,74.8,1,502.02,Inactive,Low Risk,35-44,13-10-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-11-13,1905-10-13
CUST_2207,47,Male,India,51.49,10,290,0,Home,13.7,26-11-2024,44,0.44,51.49,13.7,1,514.9,Inactive,Medium Risk,45-54,30-09-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-11-26,1901-09-30
CUST_2960,22,Male,China,,14,85,0,Fashion,5.6,14-06-2022,91,0.41,250,5.6,2,3500,At Risk,Medium Risk,Under 25,14-03-1904,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-06-14,1904-03-14
CUST_1557,26,Other,Japan,55.53,7,21,0,Home,25.5,16-02-2022,90,0.42,55.53,25.5,1,388.71,Active,Medium Risk,25-34,10-07-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-02-16,1904-07-10
CUST_1882,38,Male,Germany,29.65,7,133,0,Sports,9.1,29-07-2024,19,0.71,29.65,9.1,3,207.55,Inactive,High Risk,35-44,28-01-1902,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2024-07-29,1902-01-28
CUST_5761,28,Male,Brazil,86.29,14,160,1,Home,14.9,21-05-2021,41,0.57,86.29,14.9,1,1208.06,Inactive,High Risk,25-34,07-04-1905,Medium Loyalty,Fraudulent,Low Value,At Risk - Develop,Check Data,2021-05-21,1905-04-07
CUST_6867,22,Female,France,66.71,11,294,0,Electronics,20.3,11-06-2021,97,0.26,66.71,20.3,2,733.81,Inactive,Medium Risk,Under 25,17-03-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-06-11,1905-03-17
CUST_7963,52,Male,Brazil,23.75,7,42,0,Beauty,53.1,13-03-2022,38,0.19,23.75,53.1,1,166.25,At Risk,Low Risk,45-54,15-06-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-03-13,1904-06-15
CUST_8166,44,Male,India,189.02,14,40,0,Fashion,15.6,11-06-2023,74,0.61,189.02,15.6,1,2646.28,At Risk,High Risk,35-44,18-03-1903,High Loyalty,Legitimate,High Value,Critical - Retain,Check Data,2023-06-11,1903-03-18
CUST_8929,66,Female,India,111.86,5,290,0,Electronics,60.5,12-07-2022,65,0.47,111.86,60.5,1,559.3,Inactive,Medium Risk,55+,15-02-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-07-12,1904-02-15
CUST_6347,19,Male,Australia,77.17,8,279,0,Beauty,29.1,16-04-2022,35,0.61,77.17,29.1,2,617.36,Inactive,High Risk,Under 25,12-05-1904,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2022-04-16,1904-05-12
CUST_8269,41,Male,Australia,78.1,7,182,0,Electronics,31.1,30-01-2025,11,0.42,78.1,31.1,2,546.7,Inactive,Medium Risk,35-44,27-07-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2025-01-30,1901-07-27
CUST_9125,48,Male,Brazil,126.23,3,251,0,Fashion,96.7,13-06-2022,59,0.21,126.23,96.7,3,378.69,Inactive,Medium Risk,45-54,15-03-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-06-13,1904-03-15
CUST_3454,50,Female,China,48.14,17,359,0,Sports,80.5,30-07-2021,78,0.28,48.14,80.5,3,818.38,Inactive,Medium Risk,45-54,27-01-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-07-30,1905-01-27
CUST_5494,56,Female,Canada,17.32,6,39,0,Home,42.4,13-06-2022,70,0.07,17.32,42.4,2,103.92,At Risk,Low Risk,55+,15-03-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-06-13,1904-03-15
CUST_2946,47,Male,USA,135.47,10,86,0,Sports,44.7,02-08-2021,43,0.2,135.47,44.7,2,1354.7,At Risk,Medium Risk,45-54,24-01-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-08-02,1905-01-24
CUST_3808,63,Female,France,90.31,13,224,0,Home,11.5,07-08-2024,89,0.09,90.31,11.5,2,1174.03,Inactive,Low Risk,55+,19-01-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-08-07,1902-01-19
CUST_7642,54,Male,Japan,70.26,9,284,0,Home,84.5,23-05-2021,87,0.42,70.26,84.5,1,632.34,Inactive,Medium Risk,45-54,05-04-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-05-23,1905-04-05
CUST_4825,68,Other,France,106.85,6,137,0,Fashion,0.4,29-06-2021,5,0.16,106.85,0.4,1,641.1,Inactive,Low Risk,55+,27-02-1905,Low Loyalty,Legitimate,Low Value,Stable,Valid,2021-06-29,1905-02-27
CUST_4536,45,Male,India,125.98,6,334,0,Fashion,14.4,16-07-2022,26,0.29,125.98,14.4,1,755.88,Inactive,Medium Risk,45-54,11-02-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-07-16,1904-02-11
CUST_7068,77,Female,Australia,81.13,10,137,0,Sports,53.4,18-03-2025,82,0.21,81.13,53.4,1,811.3,Inactive,Medium Risk,55+,10-06-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2025-03-18,1901-06-10
CUST_4802,48,Female,Canada,62.27,12,63,0,Beauty,18.8,25-01-2021,32,0.71,62.27,18.8,2,747.24,At Risk,High Risk,45-54,01-08-1905,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2021-01-25,1905-08-01
CUST_5699,28,Female,UK,69.14,8,116,0,Beauty,63.3,20-02-2025,47,0.32,69.14,63.3,1,553.12,Inactive,Medium Risk,25-34,06-07-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2025-02-20,1901-07-06
CUST_2970,40,Male,Germany,153.01,13,97,0,Sports,0.4,18-11-2024,56,0.32,153.01,0.4,2,1989.13,Inactive,Medium Risk,35-44,08-10-1901,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Valid,2024-11-18,1901-10-08
CUST_6806,74,Male,UK,137.54,9,145,0,Home,9.8,27-03-2024,85,0.08,137.54,9.8,2,1237.86,Inactive,Low Risk,55+,01-06-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-03-27,1902-06-01
CUST_7142,19,Female,UK,80.53,10,84,0,Fashion,76.5,03-02-2025,90,0.49,80.53,76.5,2,805.3,At Risk,Medium Risk,Under 25,23-07-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2025-02-03,1901-07-23
CUST_3819,57,Male,China,153.11,8,50,0,Sports,,22-08-2021,50,0.06,153.11,250,1,1224.88,At Risk,Low Risk,55+,04-01-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-08-22,1905-01-04
CUST_1364,58,Female,China,60.6,11,94,0,Beauty,1.9,09-04-2024,99,0.26,60.6,1.9,2,666.6,Inactive,Medium Risk,55+,19-05-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-04-09,1902-05-19
CUST_5258,44,Female,Australia,120.95,8,277,0,Home,,08-05-2025,74,0.26,120.95,250,1,967.6,Inactive,Medium Risk,35-44,20-04-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2025-05-08,1901-04-20
CUST_4119,52,Female,UK,193.15,12,8,0,Beauty,23.9,25-02-2024,58,0.53,193.15,23.9,1,2317.8,Active,High Risk,45-54,02-07-1902,Medium Loyalty,Legitimate,High Value,Critical - Retain,Check Data,2024-02-25,1902-07-02
CUST_2863,19,Male,Japan,91.59,8,346,0,Home,84.9,25-06-2024,28,0.25,91.59,84.9,1,732.72,Inactive,Medium Risk,Under 25,03-03-1902,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-06-25,1902-03-03
CUST_1115,56,Female,India,71.96,9,88,0,Beauty,,27-08-2020,95,0.25,71.96,250,1,647.64,At Risk,Medium Risk,55+,30-12-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-27,1905-12-30
CUST_8084,54,Female,UK,68.33,15,88,0,Electronics,54.1,04-12-2021,79,0.24,68.33,54.1,1,1024.95,At Risk,Medium Risk,45-54,22-09-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-12-04,1904-09-22
CUST_9016,38,Female,Canada,,13,218,0,Home,8.7,21-12-2022,55,0.41,250,8.7,2,3250,Inactive,Medium Risk,35-44,06-09-1903,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-12-21,1903-09-06
CUST_3384,75,Male,Germany,154.48,7,329,0,Home,65.7,29-02-2024,58,0.17,154.48,65.7,1,1081.36,Inactive,Low Risk,55+,28-06-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-02-29,1902-06-28
CUST_4935,22,Male,USA,163.18,7,349,0,Home,15.6,27-06-2023,40,0.3,163.18,15.6,1,1142.26,Inactive,Medium Risk,Under 25,02-03-1903,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-06-27,1903-03-02
CUST_8742,69,Male,Australia,192.88,11,285,0,Electronics,52.2,28-04-2024,58,0.28,192.88,52.2,2,2121.68,Inactive,Medium Risk,55+,30-04-1902,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-04-28,1902-04-30
CUST_6442,62,Male,Australia,95.83,10,160,0,Electronics,59.3,10-03-2022,72,0.41,95.83,59.3,2,958.3,Inactive,Medium Risk,55+,18-06-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-03-10,1904-06-18
CUST_3490,38,Female,Brazil,253.07,8,42,0,Beauty,84.2,07-03-2025,46,0.04,253.07,84.2,1,2024.56,At Risk,Low Risk,35-44,21-06-1901,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2025-03-07,1901-06-21
CUST_7980,46,Other,Canada,293.95,11,245,0,Fashion,80.6,20-10-2022,74,0.49,293.95,80.6,4,3233.45,Inactive,Medium Risk,45-54,07-11-1903,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-10-20,1903-11-07
CUST_8661,37,Male,China,58.98,11,257,0,Beauty,19,30-01-2025,45,0.25,58.98,19,1,648.78,Inactive,Medium Risk,35-44,27-07-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2025-01-30,1901-07-27
CUST_2724,78,Female,India,83.39,14,342,0,Home,91.6,11-03-2024,10,0.11,83.39,91.6,3,1167.46,Inactive,Low Risk,55+,17-06-1902,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-03-11,1902-06-17
CUST_9182,55,Male,Japan,46.16,6,158,0,Home,0.3,16-10-2020,82,0.11,46.16,0.3,1,276.96,Inactive,Low Risk,55+,10-11-1905,High Loyalty,Legitimate,Low Value,Stable,Valid,2020-10-16,1905-11-10
CUST_3767,37,Male,Canada,94.93,9,131,0,Beauty,33,30-11-2022,48,0.14,94.93,33,1,854.37,Inactive,Low Risk,35-44,27-09-1903,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-11-30,1903-09-27
CUST_2137,67,Male,France,104.31,8,46,0,Sports,6.6,29-06-2021,92,0.33,104.31,6.6,1,834.48,At Risk,Medium Risk,55+,27-02-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-06-29,1905-02-27
CUST_5117,42,Male,USA,74.49,8,339,0,Fashion,72.1,29-08-2020,62,0.22,74.49,72.1,3,595.92,Inactive,Medium Risk,35-44,28-12-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-29,1905-12-28
CUST_4420,19,Other,Germany,316.84,9,88,0,Electronics,50,14-11-2020,28,0.14,316.84,50,2,2851.56,At Risk,Low Risk,Under 25,12-10-1905,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-11-14,1905-10-12
CUST_6845,74,Male,Brazil,36.12,12,44,0,Fashion,,30-12-2024,20,0.26,36.12,250,1,433.44,At Risk,Medium Risk,55+,27-08-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-12-30,1901-08-27
CUST_5778,49,Female,Canada,38.29,12,320,0,Sports,8.5,15-03-2023,88,0.15,38.29,8.5,1,459.48,Inactive,Low Risk,45-54,14-06-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-03-15,1903-06-14
CUST_4906,43,Female,Brazil,261.4,18,193,0,Beauty,22.6,11-01-2021,70,0.34,261.4,22.6,1,4705.2,Inactive,Medium Risk,35-44,15-08-1905,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2021-01-11,1905-08-15
CUST_4637,23,Other,USA,21.28,8,5,0,Beauty,92.1,12-04-2025,41,0.32,21.28,92.1,2,170.24,Active,Medium Risk,Under 25,16-05-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2025-04-12,1901-05-16
